name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Jharkhand,03-11-2022,29.1,16.3,22,28,16.3,21.8,11.6,53.5,0,0,0,,0,0,9,7.6,11.7,1013.1,4.5,24.1,241.4,20.9,8,10,2022-11-03T06:02:32,2022-11-03T17:21:34,0.37,Clear,Clear conditions throughout the day.,clear-day,remote
Jharkhand,04-11-2022,29.6,16.1,22.2,28.6,16.1,22,11.2,51.5,0,0,0,,0,0,6.8,4.7,2.5,1014.5,0,24.1,238.8,20.8,8,10,2022-11-04T06:03:03,2022-11-04T17:21:03,0.42,Clear,Clear conditions throughout the day.,clear-day,remote
Jharkhand,05-11-2022,30.2,17.6,23,29.4,17.6,22.9,13.5,56.4,0,0,0,,0,0,7.6,6.5,307.9,1015.3,0,24.1,235.1,20.2,8,10,2022-11-05T06:03:36,2022-11-05T17:20:34,0.45,Clear,Clear conditions throughout the day.,clear-day,remote
Jharkhand,06-11-2022,30.1,18.1,23.2,29.7,18.1,23.2,14.1,58.1,0,0,0,,0,0,10.4,10.8,294,1015.3,5.6,24.1,232.1,20,8,10,2022-11-06T06:04:08,2022-11-06T17:20:05,0.48,Clear,Clear conditions throughout the day.,clear-day,remote
Jharkhand,07-11-2022,29.1,17.9,22.8,28.5,17.9,22.7,13.3,56.7,0,0,0,,0,0,10.1,9,14.7,1014.7,44,24.1,227.8,19.7,8,10,2022-11-07T06:04:41,2022-11-07T17:19:38,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jharkhand,08-11-2022,28.3,17.3,22.3,27.9,17.3,22.3,14.1,61.3,0,0,0,,0,0,6.8,7.6,115.8,1015,14.3,24.1,229.7,19.7,8,10,2022-11-08T06:05:15,2022-11-08T17:19:12,0.5,Clear,Clear conditions throughout the day.,clear-day,remote
Jharkhand,09-11-2022,28.1,17.4,22.3,27.8,17.4,22.3,13.8,60.2,0,0,0,,0,0,7.2,7.2,73.5,1015.1,18.3,24.1,227.9,19.7,8,10,2022-11-09T06:05:49,2022-11-09T17:18:48,0.51,Clear,Clear conditions throughout the day.,clear-day,remote
Jharkhand,10-11-2022,28.5,16.8,22.1,27.8,16.8,22,11.9,53.9,0,0,0,,0,0,13,9.7,10.7,1015.6,12.3,24.1,228.5,19.7,8,10,2022-11-10T06:06:23,2022-11-10T17:18:24,0.53,Clear,Clear conditions throughout the day.,clear-day,remote
Jharkhand,11-11-2022,28.5,16.6,22,27.7,16.6,21.8,11.7,53.8,0,0,0,,0,0,16.2,11.9,41.6,1015.5,31.5,24.1,226.2,19.6,8,10,2022-11-11T06:06:58,2022-11-11T17:18:02,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jharkhand,12-11-2022,28.3,17.1,21.7,27.5,17.1,21.6,11.3,52.9,0,0,0,,0,0,11.5,9.4,12.6,1015.5,63.2,24.1,214.8,18.6,8,10,2022-11-12T06:07:33,2022-11-12T17:17:41,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
